iter	Logloss
948	0.359730773
949	0.3596487282
950	0.3595837209
951	0.3594858819
952	0.3593857003
953	0.3593373412
954	0.3592396687
955	0.3591704767
956	0.3590593563
957	0.3589447522
958	0.3588387479
959	0.3587483532
960	0.3586489845
961	0.3585226638
962	0.3584410563
963	0.3583711205
964	0.358262078
965	0.3581996158
966	0.3581268658
967	0.3580412474
968	0.3579213019
969	0.3578106747
970	0.3576717434
971	0.357574777
972	0.3575181486
973	0.3574215279
974	0.3573504116
975	0.3572794144
976	0.3572245633
977	0.3571160873
978	0.3569958236
979	0.3569128185
980	0.3568605274
981	0.3567523091
982	0.356650586
983	0.3565517453
984	0.3564603815
985	0.3563689712
986	0.3562975829
987	0.3561997274
988	0.3561413367
989	0.3560770232
990	0.3560167269
991	0.3559075112
992	0.35584213
993	0.355776913
994	0.3556974978
995	0.3556088649
996	0.3555212019
997	0.3554389429
998	0.3553180709
999	0.3552217979
